"workerid","rt","trial_type","property_type","trial_num","category","prevalence","explanation","response","prevalence_level","property","left_button"
11,7377,"truth_conditions","diet",2,"mooks",68,NA,1,70,"fish in the Hudson River","False"
11,4635,"truth_conditions","psychological",3,"luzaks",67,NA,1,70,"are intelligent","False"
11,6773,"truth_conditions","diet",4,"ollers",10,NA,0,10,"feed on the carcasses of dead animals","False"
11,7121,"truth_conditions","psychological",5,"ludinos",13,NA,0,10,"mourn their dead","False"
11,3960,"truth_conditions","behavior",6,"cheebas",86,NA,1,90,"perform in the circus","False"
11,5794,"truth_conditions","behavior_aggressive",7,"moxes",55,NA,1,50,"attack hikers","False"
11,3735,"truth_conditions","disease_self",8,"frams",91,NA,1,90,"go bald","False"
11,4331,"truth_conditions","diet",9,"zoovs",53,NA,1,50,"eat grass","False"
11,3690,"truth_conditions","habitat",10,"wugs",29,NA,0,30,"live in urban areas","False"
11,5467,"truth_conditions","habitat",11,"plovs",35,NA,1,30,"live in zoos","False"
11,3814,"truth_conditions","behavior",12,"trufts",51,NA,1,50,"like to cuddle","False"
11,6592,"truth_conditions","diet",13,"feps",33,NA,1,30,"drink soda","False"
11,5299,"truth_conditions","disease_other",14,"krivels",53,NA,1,50,"carry malaria","False"
11,3723,"truth_conditions","behavior",15,"reesles",53,NA,1,50,"sleep during the day","False"
11,3994,"truth_conditions","behavior_aggressive",16,"grinks",71,NA,1,70,"steal farmers&quotechar crops","False"
11,4668,"truth_conditions","disease_self",17,"zorbs",32,NA,1,30,"get dandruff","False"
11,3521,"truth_conditions","psychological",18,"kweps",8,NA,0,10,"are afraid of loud noises","False"
11,4837,"truth_conditions","physical",19,"kazzes",11,NA,0,10,"have very long wings","False"
11,5468,"truth_conditions","disease_self",20,"dunkels",87,NA,1,90,"develop back problems","False"
11,5141,"truth_conditions","habitat",21,"crullets",10,NA,0,10,"live in the hulls of sea vessels","False"
11,2622,"truth_conditions","physical",22,"glippets",74,NA,1,70,"have brown fur","False"
11,5365,"truth_conditions","behavior_aggressive",23,"ackles",89,NA,1,90,"torture other animals","False"
11,4365,"truth_conditions","psychological",24,"lorches",70,NA,1,70,"know when earthquakes are about to happen","False"
11,5603,"truth_conditions","diet",25,"stups",93,NA,1,90,"eat human food","False"
11,32523,"explain_responses","disease_self",17,"zorbs",32,"I thought 32% was a high amount to get dandruff so I thought it was easy for them to get dandruff.
",1,30,"get dandruff",NA
11,24682,"explain_responses","diet",13,"feps",33,"Since 33% of them drink soda, it is obvious that a fairly high number will drink soda.",1,30,"drink soda",NA
11,24323,"explain_responses","habitat",11,"plovs",35,"They may not want to live in zoos, but 35% of them are in zoos so that is a known fact. ",1,30,"live in zoos",NA
11,26427,"explain_responses","disease_self",1,"fendles",28,"28% seemed high to be getting addicted to nicotine so I believed it to be true. ",1,30,"get addicted to nicotine",NA
12,11438,"truth_conditions","physical",1,"plovs",75,NA,1,70,"have very long wings","False"
12,14452,"truth_conditions","habitat",2,"kazzes",13,NA,1,10,"live in the hulls of sea vessels","False"
12,4678,"truth_conditions","physical",3,"dorbs",70,NA,1,70,"have brown fur","False"
12,7079,"truth_conditions","habitat",4,"grinks",30,NA,1,30,"live in zoos","False"
12,7448,"truth_conditions","psychological",5,"wugs",86,NA,1,90,"know when earthquakes are about to happen","False"
12,9175,"truth_conditions","diet",6,"daiths",67,NA,1,70,"fish in the Hudson River","False"
12,5884,"truth_conditions","diet",7,"cheebas",34,NA,1,30,"eat grass","False"
12,4016,"truth_conditions","disease_other",8,"kweps",47,NA,1,50,"carry malaria","False"
12,3654,"truth_conditions","disease_self",9,"ackles",26,NA,1,30,"get addicted to nicotine","False"
12,18993,"truth_conditions","disease_self",10,"fendles",46,NA,1,50,"go bald","False"
12,3964,"truth_conditions","diet",11,"sapers",14,NA,1,10,"feed on the carcasses of dead animals","False"
12,4477,"truth_conditions","behavior_aggressive",12,"javs",9,NA,1,10,"steal farmers&quotechar crops","False"
12,3312,"truth_conditions","behavior_aggressive",13,"zorbs",52,NA,1,50,"attack hikers","False"
12,2942,"truth_conditions","disease_self",14,"reesles",51,NA,1,50,"get dandruff","False"
12,2992,"truth_conditions","habitat",15,"thups",67,NA,1,70,"live in urban areas","False"
12,3122,"truth_conditions","diet",16,"lorches",86,NA,1,90,"eat human food","False"
12,2930,"truth_conditions","behavior",17,"taifels",90,NA,1,90,"sleep during the day","False"
12,3776,"truth_conditions","behavior_aggressive",18,"moxes",6,NA,1,10,"torture other animals","False"
12,2800,"truth_conditions","psychological",19,"elleps",10,NA,1,10,"are afraid of loud noises","False"
12,3011,"truth_conditions","psychological",20,"ollers",68,NA,1,70,"mourn their dead","False"
12,3083,"truth_conditions","behavior",21,"glippets",27,NA,1,30,"perform in the circus","False"
12,2900,"truth_conditions","behavior",22,"feps",48,NA,1,50,"like to cuddle","False"
12,3525,"truth_conditions","disease_self",23,"trufts",29,NA,1,30,"develop back problems","False"
12,2779,"truth_conditions","psychological",24,"morseths",89,NA,1,90,"are intelligent","False"
12,16914,"truth_conditions","diet",25,"ludinos",94,NA,1,90,"drink soda","False"
12,64369,"explain_responses","disease_self",9,"ackles",26,"Because in some cases (26%) of the cases this is true.  The sentence doesn&quotechart say all Ackles get addicted to nicotine.  I thought in my mind that it is true that there are ackles that get addicted to nicotine.",1,30,"get addicted to nicotine",NA
12,28957,"explain_responses","behavior",21,"glippets",27,"Because there are some glippets that do perform in the cirucus.  The sentence says nothing about all of them.",1,30,"perform in the circus",NA
12,33640,"explain_responses","diet",7,"cheebas",34,"Because there are some that do eat grass.  It doesn&quotechart say that all of them do, but it is true that there are cheebas that eat grass.",1,30,"eat grass",NA
12,52382,"explain_responses","habitat",4,"grinks",30,"Because some grinks do live in zoos.  It doesn&quotechart say that all grinks live in zoos but it is true that there are grinks that live in zoos.",1,30,"live in zoos",NA
13,15632,"truth_conditions","psychological",1,"elleps",34,NA,0,30,"are intelligent","False"
13,7777,"truth_conditions","physical",2,"thups",70,NA,1,70,"have brown fur","False"
13,5561,"truth_conditions","behavior",3,"grinks",52,NA,1,50,"perform in the circus","False"
13,4948,"truth_conditions","psychological",4,"plovs",48,NA,1,50,"mourn their dead","False"
13,4162,"truth_conditions","diet",5,"stups",70,NA,1,70,"eat grass","False"
13,4832,"truth_conditions","behavior",6,"glippets",94,NA,1,90,"like to cuddle","False"
13,5236,"truth_conditions","psychological",7,"lorches",8,NA,0,10,"know when earthquakes are about to happen","False"
13,5559,"truth_conditions","disease_self",8,"zoovs",93,NA,1,90,"get addicted to nicotine","False"
13,7504,"truth_conditions","habitat",9,"krivels",8,NA,0,10,"live in urban areas","False"
13,4862,"truth_conditions","disease_other",10,"cheebas",28,NA,1,30,"carry malaria","False"
13,2772,"truth_conditions","diet",11,"mooks",72,NA,1,70,"drink soda","False"
13,4397,"truth_conditions","behavior_aggressive",12,"trufts",26,NA,1,30,"attack hikers","False"
13,5238,"truth_conditions","disease_self",13,"dunkels",89,NA,1,90,"get dandruff","False"
13,4363,"truth_conditions","behavior_aggressive",14,"frams",7,NA,0,10,"steal farmers&quotechar crops","False"
13,3968,"truth_conditions","disease_self",15,"moxes",48,NA,1,50,"develop back problems","False"
13,5055,"truth_conditions","diet",16,"blins",93,NA,1,90,"feed on the carcasses of dead animals","False"
13,3920,"truth_conditions","psychological",17,"ludinos",71,NA,1,70,"are afraid of loud noises","False"
13,6286,"truth_conditions","diet",18,"zorbs",86,NA,1,90,"fish in the Hudson River","False"
13,5505,"truth_conditions","diet",19,"javs",71,NA,1,70,"eat human food","False"
13,7463,"truth_conditions","behavior",20,"feps",48,NA,0,50,"sleep during the day","False"
13,6911,"truth_conditions","habitat",21,"sapers",6,NA,1,10,"live in zoos","False"
13,5858,"truth_conditions","physical",22,"wugs",29,NA,0,30,"have very long wings","False"
13,5903,"truth_conditions","disease_self",23,"kweps",34,NA,0,30,"go bald","False"
13,4985,"truth_conditions","behavior_aggressive",24,"ollers",14,NA,0,10,"torture other animals","False"
13,4814,"truth_conditions","habitat",25,"daiths",53,NA,1,50,"live in the hulls of sea vessels","False"
13,22129,"explain_responses","habitat",21,"sapers",6,"There are some sapers that you can see in zoos.",1,10,"live in zoos",NA
13,28771,"explain_responses","behavior_aggressive",12,"trufts",26,"Trufts have been known to attack hikers so it&quotechars an important statement for people to know.",1,30,"attack hikers",NA
13,28025,"explain_responses","disease_other",10,"cheebas",28,"Cheebas can carry malaria, so it is important to let people know about that.",1,30,"carry malaria",NA
14,9727,"truth_conditions","diet",1,"elleps",12,NA,0,10,"drink soda","True"
14,1848,"truth_conditions","behavior",2,"stups",50,NA,1,50,"sleep during the day","True"
14,2274,"truth_conditions","diet",3,"fendles",15,NA,0,10,"fish in the Hudson River","True"
14,3863,"truth_conditions","disease_self",4,"cheebas",33,NA,1,30,"go bald","True"
14,1696,"truth_conditions","physical",5,"feps",31,NA,1,30,"have brown fur","True"
14,2009,"truth_conditions","psychological",6,"sapers",94,NA,1,90,"are intelligent","True"
14,1819,"truth_conditions","behavior",7,"moxes",86,NA,1,90,"perform in the circus","True"
14,2255,"truth_conditions","psychological",8,"plovs",54,NA,1,50,"mourn their dead","True"
14,2445,"truth_conditions","disease_self",9,"dobles",70,NA,1,70,"get dandruff","True"
14,2118,"truth_conditions","habitat",10,"lorches",48,NA,1,50,"live in zoos","True"
14,1619,"truth_conditions","behavior",11,"ludinos",94,NA,1,90,"like to cuddle","True"
14,1555,"truth_conditions","disease_self",12,"reesles",14,NA,0,10,"develop back problems","True"
14,1544,"truth_conditions","behavior_aggressive",13,"blins",74,NA,1,70,"attack hikers","True"
14,1451,"truth_conditions","physical",14,"dunkels",70,NA,1,70,"have very long wings","True"
14,1465,"truth_conditions","behavior_aggressive",15,"trufts",50,NA,1,50,"steal farmers&quotechar crops","True"
14,4374,"truth_conditions","diet",16,"kweps",29,NA,0,30,"eat grass","True"
14,1861,"truth_conditions","habitat",17,"grinks",8,NA,0,10,"live in the hulls of sea vessels","True"
14,1454,"truth_conditions","diet",18,"krivels",72,NA,1,70,"eat human food","True"
14,2372,"truth_conditions","behavior_aggressive",19,"ollers",93,NA,1,90,"torture other animals","True"
14,2069,"truth_conditions","disease_self",20,"javs",26,NA,0,30,"get addicted to nicotine","True"
14,2044,"truth_conditions","psychological",21,"luzaks",48,NA,0,50,"know when earthquakes are about to happen","True"
14,2053,"truth_conditions","habitat",22,"zoovs",25,NA,0,30,"live in urban areas","True"
14,1549,"truth_conditions","psychological",23,"wugs",73,NA,1,70,"are afraid of loud noises","True"
14,1933,"truth_conditions","diet",24,"glippets",89,NA,1,90,"feed on the carcasses of dead animals","True"
14,2077,"truth_conditions","disease_other",25,"dorbs",5,NA,0,10,"carry malaria","True"
14,18657,"explain_responses","disease_self",4,"cheebas",33,"There was a high enough precentage of Cheebas that are bald to justify this reponse.",1,30,"go bald",NA
14,21802,"explain_responses","physical",5,"feps",31,"Nearly 1/3 of Feps have brown fur, so it&quotechars reasonable that this is a popular color option.",1,30,"have brown fur",NA
15,12245,"truth_conditions","habitat",1,"elleps",74,NA,1,70,"live in urban areas","False"
15,3925,"truth_conditions","disease_self",2,"kweps",53,NA,1,50,"get dandruff","False"
15,2414,"truth_conditions","diet",3,"morseths",75,NA,1,70,"drink soda","False"
15,1808,"truth_conditions","physical",4,"dunkels",33,NA,0,30,"have very long wings","False"
15,1543,"truth_conditions","diet",5,"fendles",95,NA,1,90,"fish in the Hudson River","False"
15,1914,"truth_conditions","psychological",6,"thups",88,NA,1,90,"are afraid of loud noises","False"
15,2099,"truth_conditions","behavior_aggressive",7,"reesles",34,NA,0,30,"attack hikers","False"
15,1650,"truth_conditions","behavior",8,"frams",7,NA,0,10,"sleep during the day","False"
15,2889,"truth_conditions","disease_other",9,"daiths",13,NA,0,10,"carry malaria","False"
15,1867,"truth_conditions","psychological",10,"cheebas",74,NA,1,70,"are intelligent","False"
15,1759,"truth_conditions","behavior_aggressive",11,"kazzes",87,NA,1,90,"steal farmers&quotechar crops","False"
15,1640,"truth_conditions","diet",12,"trufts",54,NA,1,50,"eat grass","False"
15,1439,"truth_conditions","habitat",13,"javs",54,NA,1,50,"live in zoos","False"
15,1720,"truth_conditions","physical",14,"feps",45,NA,0,50,"have brown fur","False"
15,2132,"truth_conditions","behavior_aggressive",15,"zorbs",54,NA,1,50,"torture other animals","False"
15,1479,"truth_conditions","disease_self",16,"ludinos",88,NA,1,90,"develop back problems","False"
15,1284,"truth_conditions","psychological",17,"mooks",33,NA,0,30,"know when earthquakes are about to happen","False"
15,1714,"truth_conditions","behavior",18,"moxes",68,NA,1,70,"like to cuddle","False"
15,1447,"truth_conditions","habitat",19,"ackles",86,NA,0,90,"live in the hulls of sea vessels","False"
15,1659,"truth_conditions","diet",20,"plovs",71,NA,1,70,"eat human food","False"
15,1808,"truth_conditions","behavior",21,"dorbs",7,NA,0,10,"perform in the circus","False"
15,1562,"truth_conditions","psychological",22,"blins",14,NA,0,10,"mourn their dead","False"
15,1560,"truth_conditions","diet",23,"crullets",25,NA,0,30,"feed on the carcasses of dead animals","False"
15,3092,"truth_conditions","disease_self",24,"taifels",34,NA,0,30,"go bald","False"
15,2198,"truth_conditions","disease_self",25,"wugs",6,NA,0,10,"get addicted to nicotine","False"
15,28473,"explain_responses","habitat",19,"ackles",86,"I must have misread the percentage because I would definitely say they lived in sea vessels.",0,90,"live in the hulls of sea vessels",NA
16,6413,"truth_conditions","behavior",1,"crullets",52,NA,1,50,"perform in the circus","False"
16,4573,"truth_conditions","diet",2,"thups",72,NA,1,70,"eat grass","False"
16,4598,"truth_conditions","disease_other",3,"ludinos",29,NA,1,30,"carry malaria","False"
16,7000,"truth_conditions","diet",4,"taifels",9,NA,1,10,"fish in the Hudson River","False"
16,5312,"truth_conditions","disease_self",5,"reesles",67,NA,0,70,"go bald","False"
16,7585,"truth_conditions","psychological",6,"cheebas",85,NA,0,90,"know when earthquakes are about to happen","False"
16,7983,"truth_conditions","disease_self",7,"daiths",51,NA,0,50,"develop back problems","False"
16,6822,"truth_conditions","habitat",8,"zorbs",14,NA,1,10,"live in the hulls of sea vessels","False"
16,4476,"truth_conditions","diet",9,"stups",5,NA,1,10,"feed on the carcasses of dead animals","False"
16,2648,"truth_conditions","psychological",10,"blins",27,NA,0,30,"are intelligent","False"
16,3744,"truth_conditions","behavior_aggressive",11,"dunkels",90,NA,1,90,"torture other animals","False"
16,4224,"truth_conditions","behavior",12,"grinks",69,NA,1,70,"like to cuddle","False"
16,4424,"truth_conditions","psychological",13,"luzaks",49,NA,1,50,"mourn their dead","False"
16,5759,"truth_conditions","physical",14,"krivels",72,NA,0,70,"have very long wings","False"
16,3295,"truth_conditions","habitat",15,"elleps",50,NA,0,50,"live in zoos","False"
16,3438,"truth_conditions","physical",16,"fendles",86,NA,0,90,"have brown fur","False"
16,3145,"truth_conditions","diet",17,"zoovs",90,NA,1,90,"drink soda","False"
16,4257,"truth_conditions","behavior_aggressive",18,"kweps",28,NA,1,30,"steal farmers&quotechar crops","False"
16,4969,"truth_conditions","habitat",19,"plovs",52,NA,1,50,"live in urban areas","False"
16,3656,"truth_conditions","diet",20,"dorbs",9,NA,0,10,"eat human food","False"
16,3099,"truth_conditions","disease_self",21,"kazzes",72,NA,1,70,"get dandruff","False"
16,4420,"truth_conditions","behavior",22,"frams",34,NA,0,30,"sleep during the day","False"
16,3448,"truth_conditions","disease_self",23,"ackles",88,NA,1,90,"get addicted to nicotine","False"
